14 26
4 25
28 2
46 4
41 4
8 44
2 44
1 47
30 7
48 17
32 29
18 33
33 23
48 3
5 10
32 14
21 14
18 37
19 32
27 12
36 35
19 31
10 15
20 40
1 47
45 48
43 14
44 29
37 13
47 26
9 27
27 3
24 30
19 27
26 16
19 1
5 30
11 30
17 26
25 32
36 9
47 13
21 12
14 35
48 15
6 16
21 37
8 41
44 11
16 46
48 17
18 9
28 32
9 35
43 22
30 21
29 42
21 27
38 30
14 6
6 32
38 8
2 40
20 21
32 19
2 5
9 48
40 42
27 44
41 24
10 39
10 33
25 20
45 33
10 34
46 33
36 11
5 45
1 35
3 20
1 44
36 31
1 4
26 48
15 40
33 3
49 12
39 16
8 23
39 27
35 14
47 4
34 40
35 39
44 19
13 3
21 22
26 31
41 10
33 11
28 15
77 55
83 98
85 91
80 84
65 56
61 58
60 95
62 61
72 67
81 89
97 83
74 52
96 64
59 83
55 67
70 58
75 56
51 68
74 98
70 79
60 80
63 79
86 53
95 91
80 79
53 99
67 78
81 53
51 78
95 91
76 69
91 54
93 55
90 60
76 63
86 89
56 64
95 55
81 58
97 61
76 86
96 56
56 95
86 78
64 54
70 99
58 80
68 70
99 74
55 75
81 62
63 78
71 93
73 70
89 85
78 74
54 85
60 84
95 54
87 98
83 59
92 76
99 94
89 98
76 89
87 78
93 64
71 91
88 78
60 96
91 98
85 75
98 91
83 63
65 70
59 97
56 91
73 69
65 96
54 58
78 94
57 52
65 63
89 68
56 57
51 94
60 78
66 88
63 83
93 85
97 79
77 52
76 87
99 73
89 90
62 94
97 63
60 91
67 90
61 92
77 90
89 66
81 92
73 62
92 75
56 79
52 71
99 95
64 54
61 89
54 74
63 54
89 63
53 79
96 89
87 91
81 99
83 98
61 83
68 94
88 98
94 89
53 73
79 75
65 79
52 81
99 88
72 96
61 74
82 81
89 95
74 75
77 83
71 99
91 67
61 66
82 98
89 86
70 87
90 99
60 57
56 67
57 52
79 87
79 57
79 93
77 95
76 73
98 88
70 95
88 83
95 61
93 98
67 69
85 55
90 52
97 53
71 62
79 52
60 61
84 80
53 51
63 99
69 96
75 80
69 79
96 76
84 70
75 71
63 91
74 83
82 96
56 80
88 79
66 98
73 59
69 89
98 76
64 51
66 99
77 86
61 99
61 88
76 84
90 86
57 86
57 99
82 76
72 68
51 56
92 84
87 55
76 95
71 68
87 56
91 77
85 83
91 81
96 71
87 70
62 78
89 70
77 52
99 75
99 59
51 53
59 53
59 60
63 61
72 59
77 58
55 98
74 58
99 86
92 87
82 95
58 52
88 94
97 64
86 75
95 60
71 91
66 87
68 55
83 97
88 84
82 80
51 64
81 71
88 54
97 51
66 57
84 64
71 66
65 79
63 88
78 70
98 59
87 85
88 96
65 76
76 78
70 68
89 59
85 72
94 91
75 72
69 70
82 63
96 67
78 90
89 69
76 53
83 66
85 84
89 87
76 94
75 67
58 97
84 89
57 72
97 72
60 75
58 59
70 56
94 76
83 73
57 78
55 60
88 97
79 76
69 66
71 86
63 91
93 89
58 93
69 86
89 82
73 65
77 51
97 73
99 98
82 95
77 71
96 63
67 81
84 90
71 70
78 89
92 60
59 73
71 93
77 68
71 80
73 70
55 58
96 62
67 99
56 52
85 51
68 85
73 61
82 88
62 80
88 85
69 64
52 55
56 77
63 59
90 85
78 51
54 81
82 73
88 66
59 81
53 64
74 79
57 90
99 64
80 61
64 68
51 60
91 92
53 54
54 58
65 87
89 57
83 82
97 71
74 96
71 59
62 65
75 89
83 66
78 99
69 57
72 57
66 77
56 60
87 90
80 98
98 93
54 91
81 59
79 59
92 78
94 64
90 87
66 65
53 78
98 64
62 64
67 66
94 64
71 53
97 53
92 86
62 61
58 94
65 85
54 59
58 93
82 51
59 99
69 68
61 94
97 93
68 91
97 52
94 77
59 55
71 53
84 92
52 64
55 58
65 59
88 90
58 77
74 76
71 60
76 68
57 60
91 72
61 88
81 96
69 65
56 74
51 87
99 87
52 53
67 85
88 78
71 81
67 71
69 72
94 53
98 69
96 54
55 82
86 62
64 76
81 83
88 64
86 59
89 99
82 65
87 98
83 57
51 93
58 52
63 56
51 95
57 82
84 61
98 73
53 90
93 96
79 51
96 90
56 73
66 55
54 53
79 63
88 67
54 83
65 96
85 82
76 97
91 98
80 71
92 88
59 67
88 81
54 63
55 76
78 93
55 67
85 69
64 93
74 85
89 68
99 57
60 51
97 95
95 90
66 95
65 81
64 60
76 77
98 71
82 96
67 88
75 60
66 69
84 70
58 87
71 79
93 89
71 66
95 83
94 53
91 69
91 66
83 80
63 92
52 80
53 51
72 80
97 57
93 78
95 97
97 58
66 84
89 76
54 60
59 73
70 88
80 62
85 75
75 89
92 81
80 68
60 81
76 89
87 80
74 72
97 55
51 55
88 86
95 94
90 78
85 60
56 95
83 69
70 60
71 54
79 99
77 98
70 86
95 87
86 94
83 68
82 64
94 69
64 78
91 52
96 92
86 67
72 57
54 82
68 66
51 66
94 79
72 64
93 84
92 88
65 97
64 95
96 60
69 53
86 84
63 77
89 71
84 54
75 92
94 92
67 96
97 86
53 57
98 90
63 59
94 65
87 97
91 60
70 62
55 73
82 79
98 54
98 95
85 64
72 96
65 70
94 90
80 61
76 83
82 88
71 70
59 53
56 78
70 83
76 56
61 66
54 98
79 90
94 85
68 61
95 68
79 82
85 81
94 66
67 64
51 83
89 96
63 53
86 78
95 79
51 62
85 59
82 65
91 98
85 51
59 75
83 64
79 59
90 58
90 98
88 69
94 79
87 95
93 82
53 89
78 74
97 68
65 66
54 92
81 64
72 87
67 68
69 56
67 94
71 93
51 95
85 55
93 63
60 76
89 58
88 71
64 55
89 92
61 77
83 81
62 61
68 79
65 95
52 59
85 54
82 75
95 51
60 77
60 83
73 95
77 61
56 59
70 54
77 84
96 74
60 77
67 96
53 86
86 83
85 81
77 73
64 73
53 70
68 75
62 89
89 58
75 70
92 51
98 73
62 74
80 68
96 60
58 91
83 77
64 76
87 96
79 56
65 82
89 59
95 90
96 85
96 77
97 70
77 60
57 98
65 96
71 96
66 98
80 66
59 99
52 71
99 88
72 79
89 83
78 81
77 79
66 54
52 83
60 51
72 53
56 86
99 92
51 90
55 95
82 90
62 52
81 80
86 60
87 91
89 95
93 68
61 84
79 91
76 79
79 56
84 68
90 79
73 68
96 71
80 95
71 59
95 54
92 95
69 88
86 63
76 90
89 67
78 76
79 85
89 94
57 77
70 59
96 90
63 65
87 89
64 69
83 55
90 83
77 88
93 73
99 74
74 88
57 91
58 70
88 95
68 92
81 71
84 98
53 74
74 99
63 60
97 93
77 83
77 54
85 60
73 92
72 55
74 67
57 68
69 56
97 89
66 74
81 64
65 75
79 69
51 64
79 58
97 51
88 72
75 57
74 71
62 73
58 80
53 81
97 72
53 65
98 91
56 77
58 86
72 82
69 81
57 66
75 53
51 81
53 94
53 64
59 87
78 55
80 94
71 89
53 56
99 58
94 79
79 67
90 53
95 83
65 69
60 58
87 96
51 87
55 73
58 85
86 71
52 85
82 75
52 99
99 67
62 71
76 93
55 76
77 55
97 62
54 64
65 73
90 63
99 95
92 95
76 82
78 55
79 63
51 88
54 74
51 73
53 80
59 56
95 83
60 76
54 53
56 89
87 59
84 56
81 64
72 97
82 92
64 88
92 84
71 76
89 70
75 60
77 66
76 79
51 84
88 79
96 70
65 68
58 79
83 91
74 97
79 75
79 93
78 72
55 74
70 71
73 79
56 74
89 93
89 81
84 56
70 63
90 95
69 57
77 51
89 54
58 96
93 62
54 53
99 53
80 79
57 81
61 95
65 61
54 67
96 61
70 72
66 99
79 76
53 63
58 85
68 71
94 68
75 73
86 64
54 52
53 87
68 92
76 62
80 72
87 72
84 60
63 84
69 90
90 93
97 77
95 77
77 87
95 64
55 64
68 69
89 84
71 83
60 55
96 78
94 76
98 72
67 90
96 87
92 59
66 65
88 60
75 52
85 86
52 75
67 85
54 71
63 78
63 99
73 87
92 59
86 62
97 82
65 67
91 66
77 68
81 59
74 58
92 88
55 80
86 98
63 80
92 91
73 77
85 79
60 70
66 53
62 68
85 61
65 87
73 57
69 64
91 56
93 95
90 52
97 80
78 53
52 90
75 76
89 83
56 66
61 70
71 60
86 99
69 84
78 68
84 80
85 82
86 87
73 91
64 63
70 72
69 56
97 65
51 89
75 51
62 94
79 62
84 91
76 78
98 97
85 56
96 89
77 64
80 56
57 75
69 53
55 69
56 98
75 56
77 87
68 71
78 51
58 82
69 60
73 82
55 84
84 98
83 84
55 99
78 55
95 69
83 74
58 78
67 61
81 82
58 77
53 63
55 87
53 75
56 54
69 51
56 97
55 86
94 78
56 94
66 54
68 72
79 57
52 78
56 74
79 60
81 76
91 90
86 51
54 89
64 94
59 72
71 88
97 96
63 71
99 71
62 86
88 92
82 86
60 82
92 91
52 80
90 61
95 77
70 90
93 90
56 85
99 88
94 84
86 83
76 95
95 65
79 63
73 78
91 55
75 70
52 60
67 92
90 86
63 83
78 73
85 91
72 65
67 87
98 76
86 54
77 75
99 85
57 85
76 69
85 55
55 52
88 82
55 92
84 88
75 70
73 92
55 77
58 96
87 83
87 74
66 63
89 61
64 96
67 80
70 66
62 71
98 99
63 92
56 57
79 80
55 62
92 62
73 57
90 52
84 62
90 83
96 84
94 82
98 61
55 76
67 71
96 78
65 55
99 89
95 99
80 67
79 91
52 82
57 56
90 64
52 58
68 73
73 98
58 73
65 76
67 75
51 58
61 75
85 59
79 89
96 52
63 51
89 72
89 98
84 54
63 91
76 60
85 64
98 51
78 76
81 76
74 78
57 83
68 53
57 74
80 92
37 95
